3	7	1	100	100	100	100	0.9961	0.001	0.0001
7	10	1	100	100	100	100	0.9961	0.001	0.0001
10	7000	1	100	100	100	100	0.9961	0.001	0.0001
7000	999999999	1	100	100	100	100	0.9961	0.001	0.0001
3	7	2	100	100	100	100	0.9969	0.0019	0.0001
7	10	2	100	100	100	100	0.9969	0.0019	0.0001
10	7000	2	100	100	100	100	0.9969	0.0019	0.0001
7000	999999999	2	100	100	100	100	0.9969	0.0019	0.0001
3	7	3	100	100	100	100	0.9914	0.0018	0.0001
7	10	3	100	100	100	100	0.9914	0.0018	0.0001
10	7000	3	100	100	100	100	0.9914	0.0018	0.0001
7000	999999999	3	100	100	100	100	0.9914	0.0018	0.0001
3	7	4	100	100	100	100	1.0002	0.0017	0.0001
7	10	4	100	100	100	100	1.0002	0.0017	0.0001
10	7000	4	100	100	100	100	1.0002	0.0017	0.0001
7000	999999999	4	100	100	100	100	1.0002	0.0017	0.0001
3	7	5	100	100	100	100	0.9902	0.0021	0.0001
7	10	5	100	100	100	100	0.9902	0.0021	0.0001
10	7000	5	100	100	100	100	0.9902	0.0021	0.0001
7000	999999999	5	100	100	100	100	0.9902	0.0021	0.0001
3	7	6	100	100	100	100	0.9901	0.0017	0.0001
7	10	6	100	100	100	100	0.9901	0.0017	0.0001
10	7000	6	100	100	100	100	0.9901	0.0017	0.0001
7000	999999999	6	100	100	100	100	0.9901	0.0017	0.0001
3	7	7	100	100	100	100	0.9823	0.0015	0.0001
7	10	7	100	100	100	100	0.9823	0.0015	0.0001
10	7000	7	100	100	100	100	0.9823	0.0015	0.0001
7000	999999999	7	100	100	100	100	0.9823	0.0015	0.0001
3	7	8	100	100	100	100	0.9945	0.0025	0.0001
7	10	8	100	100	100	100	0.9945	0.0025	0.0001
10	7000	8	100	100	100	100	0.9945	0.0025	0.0001
7000	999999999	8	100	100	100	100	0.9945	0.0025	0.0001
3	7	9	100	100	100	100	0.9975	0.0022	0.0001
7	10	9	100	100	100	100	0.9975	0.0022	0.0001
10	7000	9	100	100	100	100	0.9975	0.0022	0.0001
7000	999999999	9	100	100	100	100	0.9975	0.0022	0.0001
3	7	10	100	100	100	100	0.9883	0.002	0.0001
7	10	10	100	100	100	100	0.9883	0.002	0.0001
10	7000	10	100	100	100	100	0.9883	0.002	0.0001
7000	999999999	10	100	100	100	100	0.9883	0.002	0.0001
3	7	-1	100	100	100	100	0.9989	0.001	0.0001
7	10	-1	100	100	100	100	0.9989	0.001	0.0001
10	7000	-1	100	100	100	100	0.9989	0.001	0.0001
7000	999999999	-1	100	100	100	100	0.9989	0.001	0.0001
3	7	-2	100	100	100	100	0.9945	0.0021	0.0001
7	10	-2	100	100	100	100	0.9945	0.0021	0.0001
10	7000	-2	100	100	100	100	0.9945	0.0021	0.0001
7000	999999999	-2	100	100	100	100	0.9945	0.0021	0.0001
3	7	-3	100	100	100	100	0.9993	0.0017	0.0001
7	10	-3	100	100	100	100	0.9993	0.0017	0.0001
10	7000	-3	100	100	100	100	0.9993	0.0017	0.0001
7000	999999999	-3	100	100	100	100	0.9993	0.0017	0.0001
3	7	-4	100	100	100	100	1.0013	0.0016	0.0001
7	10	-4	100	100	100	100	1.0013	0.0016	0.0001
10	7000	-4	100	100	100	100	1.0013	0.0016	0.0001
7000	999999999	-4	100	100	100	100	1.0013	0.0016	0.0001
3	7	-5	100	100	100	100	1.0022	0.0018	0.0001
7	10	-5	100	100	100	100	1.0022	0.0018	0.0001
10	7000	-5	100	100	100	100	1.0022	0.0018	0.0001
7000	999999999	-5	100	100	100	100	1.0022	0.0018	0.0001
3	7	-6	100	100	100	100	0.9984	0.0012	0.0001
7	10	-6	100	100	100	100	0.9984	0.0012	0.0001
10	7000	-6	100	100	100	100	0.9984	0.0012	0.0001
7000	999999999	-6	100	100	100	100	0.9984	0.0012	0.0001
3	7	-7	100	100	100	100	0.9988	0.001	0.0001
7	10	-7	100	100	100	100	0.9988	0.001	0.0001
10	7000	-7	100	100	100	100	0.9988	0.001	0.0001
7000	999999999	-7	100	100	100	100	0.9988	0.001	0.0001
3	7	-8	100	100	100	100	0.9989	0.0024	0.0001
7	10	-8	100	100	100	100	0.9989	0.0024	0.0001
10	7000	-8	100	100	100	100	0.9989	0.0024	0.0001
7000	999999999	-8	100	100	100	100	0.9989	0.0024	0.0001
3	7	-9	100	100	100	100	1.0079	0.0021	0.0001
7	10	-9	100	100	100	100	1.0079	0.0021	0.0001
10	7000	-9	100	100	100	100	1.0079	0.0021	0.0001
7000	999999999	-9	100	100	100	100	1.0079	0.0021	0.0001
3	7	-10	100	100	100	100	1.0028	0.0015	0.0001
7	10	-10	100	100	100	100	1.0028	0.0015	0.0001
10	7000	-10	100	100	100	100	1.0028	0.0015	0.0001
7000	999999999	-10	100	100	100	100	1.0028	0.0015	0.0001
