3	7	1	100	100	100	100	1.0009	0.0011	0.0001
7	10	1	100	100	100	100	1.0009	0.0011	0.0001
10	7000	1	100	100	100	100	1.0009	0.0011	0.0001
7000	999999999	1	100	100	100	100	1.0009	0.0011	0.0001
3	7	2	100	100	100	100	1.0033	0.0022	0.0001
7	10	2	100	100	100	100	1.0033	0.0022	0.0001
10	7000	2	100	100	100	100	1.0033	0.0022	0.0001
7000	999999999	2	100	100	100	100	1.0033	0.0022	0.0001
3	7	3	100	100	100	100	0.9986	0.002	0.0001
7	10	3	100	100	100	100	0.9986	0.002	0.0001
10	7000	3	100	100	100	100	0.9986	0.002	0.0001
7000	999999999	3	100	100	100	100	0.9986	0.002	0.0001
3	7	4	100	100	100	100	0.9982	0.0023	0.0001
7	10	4	100	100	100	100	0.9982	0.0023	0.0001
10	7000	4	100	100	100	100	0.9982	0.0023	0.0001
7000	999999999	4	100	100	100	100	0.9982	0.0023	0.0001
3	7	5	100	100	100	100	1.0028	0.0021	0.0001
7	10	5	100	100	100	100	1.0028	0.0021	0.0001
10	7000	5	100	100	100	100	1.0028	0.0021	0.0001
7000	999999999	5	100	100	100	100	1.0028	0.0021	0.0001
3	7	6	100	100	100	100	1.0026	0.0015	0.0001
7	10	6	100	100	100	100	1.0026	0.0015	0.0001
10	7000	6	100	100	100	100	1.0026	0.0015	0.0001
7000	999999999	6	100	100	100	100	1.0026	0.0015	0.0001
3	7	7	100	100	100	100	1.0008	0.0013	0.0001
7	10	7	100	100	100	100	1.0008	0.0013	0.0001
10	7000	7	100	100	100	100	1.0008	0.0013	0.0001
7000	999999999	7	100	100	100	100	1.0008	0.0013	0.0001
3	7	8	100	100	100	100	1.0006	0.0023	0.0001
7	10	8	100	100	100	100	1.0006	0.0023	0.0001
10	7000	8	100	100	100	100	1.0006	0.0023	0.0001
7000	999999999	8	100	100	100	100	1.0006	0.0023	0.0001
3	7	9	100	100	100	100	1.0003	0.0026	0.0001
7	10	9	100	100	100	100	1.0003	0.0026	0.0001
10	7000	9	100	100	100	100	1.0003	0.0026	0.0001
7000	999999999	9	100	100	100	100	1.0003	0.0026	0.0001
3	7	10	100	100	100	100	0.9899	0.0025	0.0001
7	10	10	100	100	100	100	0.9899	0.0025	0.0001
10	7000	10	100	100	100	100	0.9899	0.0025	0.0001
7000	999999999	10	100	100	100	100	0.9899	0.0025	0.0001
3	7	-1	100	100	100	100	1	0.0012	0.0001
7	10	-1	100	100	100	100	1	0.0012	0.0001
10	7000	-1	100	100	100	100	1	0.0012	0.0001
7000	999999999	-1	100	100	100	100	1	0.0012	0.0001
3	7	-2	100	100	100	100	0.9986	0.0025	0.0001
7	10	-2	100	100	100	100	0.9986	0.0025	0.0001
10	7000	-2	100	100	100	100	0.9986	0.0025	0.0001
7000	999999999	-2	100	100	100	100	0.9986	0.0025	0.0001
3	7	-3	100	100	100	100	1.0005	0.0021	0.0001
7	10	-3	100	100	100	100	1.0005	0.0021	0.0001
10	7000	-3	100	100	100	100	1.0005	0.0021	0.0001
7000	999999999	-3	100	100	100	100	1.0005	0.0021	0.0001
3	7	-4	100	100	100	100	1.0048	0.0016	0.0001
7	10	-4	100	100	100	100	1.0048	0.0016	0.0001
10	7000	-4	100	100	100	100	1.0048	0.0016	0.0001
7000	999999999	-4	100	100	100	100	1.0048	0.0016	0.0001
3	7	-5	100	100	100	100	1	0.0024	0.0001
7	10	-5	100	100	100	100	1	0.0024	0.0001
10	7000	-5	100	100	100	100	1	0.0024	0.0001
7000	999999999	-5	100	100	100	100	1	0.0024	0.0001
3	7	-6	100	100	100	100	0.9982	0.0016	0.0001
7	10	-6	100	100	100	100	0.9982	0.0016	0.0001
10	7000	-6	100	100	100	100	0.9982	0.0016	0.0001
7000	999999999	-6	100	100	100	100	0.9982	0.0016	0.0001
3	7	-7	100	100	100	100	0.9985	0.0013	0.0001
7	10	-7	100	100	100	100	0.9985	0.0013	0.0001
10	7000	-7	100	100	100	100	0.9985	0.0013	0.0001
7000	999999999	-7	100	100	100	100	0.9985	0.0013	0.0001
3	7	-8	100	100	100	100	0.9996	0.003	0.0001
7	10	-8	100	100	100	100	0.9996	0.003	0.0001
10	7000	-8	100	100	100	100	0.9996	0.003	0.0001
7000	999999999	-8	100	100	100	100	0.9996	0.003	0.0001
3	7	-9	100	100	100	100	1.0055	0.0029	0.0001
7	10	-9	100	100	100	100	1.0055	0.0029	0.0001
10	7000	-9	100	100	100	100	1.0055	0.0029	0.0001
7000	999999999	-9	100	100	100	100	1.0055	0.0029	0.0001
3	7	-10	100	100	100	100	1.0027	0.002	0.0001
7	10	-10	100	100	100	100	1.0027	0.002	0.0001
10	7000	-10	100	100	100	100	1.0027	0.002	0.0001
7000	999999999	-10	100	100	100	100	1.0027	0.002	0.0001
